char,source,text,keywords,context,count,cluster
arthas,PDFs/arthas_rise.pdf,"grown	into.
The	impulse,	having	struck,	now	demanded	to	be	obeyed,	and	Arthas	turned
Invincible	with	a	subtle	pressure	from	his	left	leg.	The	horse	wheeled,	obedient
and	completely	in	tune	with	his	master’s	desires.	The	snow	was	picking	up,	tiny
needles	digging	into	his	exposed	skin,	and	Arthas	pulled	the	cape	up	over	his
head	for	a	little	more	protection.	Invincible	shook	his	head,	his	skin	twitching	as
it	did	when	he	was	being	annoyed	by	insects	in	the	summer.	He	galloped	down
the	path,	stretc",['power'],,1,2
arthas,PDFs/arthas_rise.pdf,"the	limbs,	once	so	long	and	straight	and	clean	and	powerful,	hanging	at	odd
angles	as	Invincible	kept	trying	and	failing	to	stand.	Then	the	image	was
mercifully	blurred	by	the	snow	and	the	rush	of	hot	tears	that	spilled	down	his
cheeks.
He	slogged	toward	his	horse,	sobbing,	dropping	to	his	knees	beside	
the
maddened	animal	and	trying	to	do—what?	This	was	no	scratch,	to	be	quickly
bound	so	that	Invincible	could	be	led	to	a	warm	stable	and	hot	mash.	Arthas
reached	for	the	animal’s	head,	wanting	to",['power'],"and straight and clean and powerful, hanging at odd angles as",1,2
arthas,PDFs/arthas_rise.pdf,"bear,	and	for	a	moment	tears	again	clouded	his	vision.	He	blinked	them	back
hard.
Arthas	lifted	the	sword	and	brought	it	straight	down.
He	did	this	right,	at	least;	pierced	Invincible’s	great	heart	with	a	single	strong
blow	from	arms	that	should	have	been	too	chilled	to	do	so.	He	felt	the	sword
pierce	skin,	flesh,	scrape	against	bone,	and	impale	itself	into	the	earth	below.
Invincible	arched	once,	then	shuddered	and	lay	still.
Jorum	and	Jarim	found	him	there	some	time	later,	after	the	snow	had	t",['sacrifice'],,1,2
arthas,PDFs/arthas_rise.pdf,"CHAPTER	FIVE
S
ummer	was	in	full	blaze,	and	the	merciless	sun	beat	down	on	His	Royal
Highness	Prince	Arthas	Menethil	as	he	rode	through	the	streets	of	Stormwind.
He	was	in	a	foul	mood,	despite	the	fact	that	this	was	a	day	that	he	was	supposed
to	have	been	looking	forward	to	all	his	life.	The	sun	glinted	off	the	full	plate
armor	he	wore,	and	Arthas	thought	he’d	bake	to	death	before	he	reached	the
cathedral.	Sitting	atop	his	new	charger	only	served	to	remind	him	that	the	horse,
while	powerful,	wel",['power'],"him that the horse, while powerful, wel",1,2
arthas,PDFs/arthas_rise.pdf,"he	didn’t	deserve	the	honor	that	was	about	to	be	bestowed	upon	him.
In	a	rare	moment,	Arthas	had	spoken	of	his	feelings	to	Uther.	The
intimidating	paladin,	who,	since	Arthas	was	old	enough	to	remember,	had	been
the	very	image	of	rock-solid	steadfastness	to	the	Light,	had	startled	the	prince
with	his	reply.
“Lad,	no	one	feels	ready.	No	one	feels	he	deserves	it.	And	you	know	why?
Because	no	one	
does.
	It’s	grace,	pure	and	simple.	We	are	inherently	unworthy,
simply	because	we’re	human,	and	all	hum",['power'],,1,2
arthas,PDFs/arthas_rise.pdf,"to	her	after	all	the	formalities	were	taken	care	of.
Archbishop	Alonsus	Faol	awaited	him	at	the	altar.	The	archbishop	reminded
Arthas	more	of	Greatfather	Winter	than	of	any	of	the	rulers	he	had	hitherto	met.
Short	and	stout,	with	a	long	flowing	snow-white	beard	and	bright	eyes,	even	in
the	midst	of	solemn	ceremony	Faol	radiated	warmth	and	kindliness.	Faol	waited
until	Arthas	approached	him	and	knelt	before	him	respectfully	before	opening	a
large	book	and	speaking.
“In	the	Light,	we	gather	to	emp",['power'],,1,2
arthas,PDFs/arthas_rise.pdf,"eyes	were	bright	with	unshed	tears	as	he	placed	the	armor	on	Arthas’s	broad
shoulders.	He	spoke	in	a	voice	that	was	both	powerful	and	trembling	with
emotion.
“By	the	strength	of	the	Light,	may	your	enemies	be	undone.”	His	hand
lingered	a	moment	on	Arthas’s	shoulder,	then	he,	too,	retreated.
Archbishop	Faol	smiled	at	the	prince	kindly.	Arthas	met	the	gaze	evenly,	no
longer	worried.	He	remembered	everything	now.
“Arise	and	be	recognized,”	Faol	bade	him.	Arthas	did	so.
“Do	you,	Arthas	Menethil,	vow",['power'],a voice that was both powerful and trembling with emotion. “By,1,2
arthas,PDFs/arthas_rise.pdf,"Arthas	was	nineteen.	At	the	same	age,	Varian	had	been	king	for	a	full	year.
He	was	of	an	age	to	do	whatever	he	wanted	to,	and	now	had	the	blessing	of	the
Silver	Hand	to	guide	him.	He	didn’t	want	to	simply	linger	at	the	palace	of
Lordaeron,	or	do	boring	state	visits.	He	wanted	to	do	something…fun.
Something	that	his	power,	his	position,	his	abilities	would	earn	him.
And	he	knew	exactly	what	he	wanted	that	something	to	be.",['power'],"do something…fun. Something that his power, his position, his abilities would",1,2
arthas,PDFs/arthas_rise.pdf,"INTERLUDE
I
t	was	exactly	the	sort	of	day	Jaina	Proudmoore	didn’t	like—sullen,	stormy,	and
bitterly	cold.	While	the	ocean	breezes	always	made	Theramore	feel	cool,	even	in
the	hot	summer	months,	the	chill	of	the	wind	and	rain	that	now	pummeled	the
city	cut	to	the	bone.	The	ocean	churned	unhappily,	the	sky	above	it	gray	and
menacing.	It	showed	no	signs	of	letting	up.	Outside,	training	fields	turned	to
mud,	travelers	sought	the	shelter	of	the	inn,	and	Dr.	VanHowzen	would	need	to
watch	the	injured	i","['duty', 'power']",,2,2
arthas,PDFs/arthas_rise.pdf,"that	fell	halfway	down	his	back,	he	always	looked	to	her	like	a	figure	out	of
legend	rather	than	a	real,	living	person.	Even	though	he	was	currently	clad	in	the
simpler	violet	and	gold	robes	of	a	mage	of	Dalaran	and	not	the	lavish	robes	he
would	wear	to	official	occasions,	he	never	seemed	to	lose	his	stiffness.	Perhaps
that	was	it—there	was	a	sort	of…antiquated	formality	about	him.	Too,	he	was
much	older	than	she,	though	he	looked	about	her	age.	He	was	sharply	intelligent
and	an	extremely	talent",['power'],,1,1
arthas,PDFs/arthas_rise.pdf,"Kael’thas	chuckled.	“Well	done!	No	more	setting	books	on	fire,	I	hope?”
Jaina	turned	scarlet,	remembering	the	incident.	When	she’d	first	arrived,	her
talent	with	fire	had	needed	some	desperate	honing.	She’d	accidentally
incinerated	a	tome	while	working	with	Kael’thas—one	he’d	actually	been
holding	at	the	time.	He’d	responded	by	insisting	that	for	the	next	few	months,
she	would	need	to	practice	all	fire	spells	in	the	vicinity	of	the	pools	that
encircled	the	prison	area.	“Er…no,	that	hasn’t	happen",['power'],,1,2
arthas,PDFs/arthas_rise.pdf,"and	had	learned	much	in	the	short	time	she	had	already	been	here.	Surely
Antonidas	would	not	take	on	an	apprentice	as	a	charity	case.	With	no	sense	of
the	false	pride	her	father	had	warned	her	so	judiciously	about,	she	understood
she	had	the	potential	to	become	a	powerful	mage.	She	wanted	to	succeed	on	her
own	merit,	not	be	advanced	because	an	elven	prince	enjoyed	her	company.	She
fought	to	keep	her	face	from	betraying	her	irritation	as	she	spooned	up	another
mouthful	of	turtle	bisque.
The	conve","['power', 'justice']",the potential to become a powerful mage. She wanted to succeed,2,1
arthas,PDFs/arthas_rise.pdf,"“Dalaran	and	every	other	Alliance	kingdom	also	must	pay	for	their	upkeep,”
said	a	mage	Jaina	did	not	know.	“Surely	we	have	a	voice	in	this,	since	we	are
paying	for	it?”
Antonidas	waved	a	thin	hand.	“It	is	not	the	issue	of	who	pays	for	the	camps,
or	indeed	whether	the	camps	are	even	necessary.	It	is	this	strange	lethargy	of	the
orcs	that	intrigues	me.	I	have	researched	what	
little	we	have	on	orcish	history,
and	I	do	not	believe	it	is	confinement	that	renders	them	so	listless.	Nor	do	I
believe	it",['power'],,1,2
arthas,PDFs/arthas_rise.pdf,"put	the	book	away	and	darted	out	into	the	hallway	before	she	could	get	too	far,
grasping	her	arm	and	tugging	her	into	the	shadows.
As	ever,	she	was	never	startled	by	him,	and	met	him	halfway,	clutching	the
books	to	her	chest	with	one	arm	while	the	other	went	around	his	neck	as	they
kissed.
“Hello,	my	lady,”	he	murmured,	kissing	her	neck,	grinning	against	her	skin.
“Hello,	my	prince,”	she	murmured	happily,	sighing.
“Jaina,”	came	a	voice,	“why	are	you—”
They	sprang	apart	guiltily,	staring	at	the	i",['power'],,1,2
arthas,PDFs/arthas_rise.pdf,"His	chest	contracted.	“Told	me	what?	Jaina—are	you	and	he—”
“No!”	she	answered	at	once,	gazing	up	at	him.	“No.	But—I	think	he	wanted
to.	I	just—he’s	a	good	man,	and	a	powerful	mage.	And	a	prince.	But	he’s	not…”
Her	voice	trailed	off.
“He’s	not	what?”	The	words	came	out	sharper	than	he	had	intended.	Kael
was	so	many	things	Arthas	wasn’t.	Older,	more	sophisticated,	experienced,
powerful,	and	almost	impossibly	physically	perfect.	He	felt	jealousy	growing
inside	him	in	a	cold,	hard	knot.	If	Kael	had",['power'],"a good man, and a powerful mage. And a prince. But | wasn’t. Older, more sophisticated, experienced, powerful, and almost impossibly physically perfect.",1,2
arthas,PDFs/arthas_rise.pdf,"ceremony,	it	would	be	lit	on	fire.	It	was	an	awesome	sight—a	giant	flaming
wicker	man,	burning	bright	against	the	encroaching	night.	Anyone	who	wished
could	approach	the	fiery	effigy,	toss	a	branch	into	the	cracking	flames,	and	in	so
doing	metaphorically	“burn	away”	anything	he	did	not	wish	to	carry	into	the
quiet,	deep	reflection	time	provided	by	winter’s	enforced	inactivity.
It	was	a	peasant	ritual,	sprung	up	from	time	immemorial.	Arthas	suspected
that	few	nowadays	truly	believed	that	tossing	",['power'],,1,2
arthas,PDFs/arthas_rise.pdf,"hands,	murmuring	an	incantation.
Jaina	was	dressed	in	fire	hues	of	red,	yellow,	and	orange.	As	small	balls	of
flame	began	to	materialize	in	her	hands,	glowing	faintly	at	first	and	then	with
increasing	brightness,	she	looked	to	Arthas	like	fire	itself	for	a	moment.	She	held
the	fire	in	her	hands	with	ease,	comfort,	and	mastery,	and	he	knew	that	the	days
when	she	had	little	control	over	her	spells	were	long	gone.	She	wasn’t	going	to
“become”	a	powerful	mage;	she	obviously	already	was	one,	in	fact	",['power'],wasn’t going to “become” a powerful mage; she obviously already was,1,2
arthas,PDFs/arthas_rise.pdf,"CHAPTER	NINE
J
aina	raced	through	the	gardens,	late	to	her	meeting	with	Archmage	Antonidas.
She’d	done	it	again—lost	track	of	time	with	her	nose	buried	in	a	book.	Her
master	was	always	chiding	her	about	that,	but	she	couldn’t	help	it.	Her	slippered
feet	took	her	down	between	the	rows	of	goldenbark	apple	trees,	the	fruit	hanging
heavy	and	ripe.	She	felt	a	brief	brush	of	sorrow	as	she	remembered	a
conversation	held	here	only	a	few	short	years	ago—when	Arthas	had	appeared
behind	her,	slipping	his	h",['power'],,1,2
arthas,PDFs/arthas_rise.pdf,"we	should	get	under	way.”
She	nodded,	dismissing	the	elemental	with	a	wave	of	her	hand.	“I	don’t	need
this	fellow	with	such	stalwart	soldiers,”	she	said,	gifting	Falric	and	his	men	with
one	of	her	best	smiles.	“So,	Your	Highness,	what	do	you	know	about	this	plague
we’re	to	investigate?”
“Not	much,”	Arthas	was	forced	to	confess	as	they	fell	into	step.	“Father	just
now	sent	me	to	work	with	you.	Uther’s	been	fighting	with	me	against	the	orcs
most	recently.	But	I’d	guess	that	if	the	Dalaran	wizards	",['sacrifice'],,1,2
